,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,106.7,.381,8.9,21.5,.188,90.0
1,HOU,106.7,.542,13.2,26.7,.200,114.3
