,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,95.9,.471,13.1,18.4,.092,93.9
1,MIN,95.9,.581,13.5,17.5,.070,110.6
