,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,CHI,92.6,.506,11.3,25.0,.174,110.2
1,LAC,92.6,.571,12.4,25.7,.190,121.0
