,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BRK,97.5,.500,14.5,20.5,.244,104.6
1,CLE,97.5,.470,9.8,27.3,.415,113.9
