,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Mikal Bridges,38:32,.548,.389,.333,.722,0.0,17.0,8.5,4.2,1.3,0.0,14.4,31.3,100,114,-1.9
1,Nic Claxton,33:16,.658,.667,.000,.222,9.8,26.2,18.0,5.1,1.5,0.0,28.8,18.2,99,110,-1.6
2,Cameron Johnson,23:16,.190,.214,.714,.286,4.7,4.7,4.7,5.9,2.1,0.0,27.6,20.3,39,117,-15.3
3,Spencer Dinwiddie,15:35,.333,.333,.667,.000,0.0,14.0,7.0,27.2,0.0,0.0,0.0,8.4,106,118,-4.3
4,Dorian Finney-Smith,14:14,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,8.9,50.0,6.1,0,120,-11.0
5,Cam Thomas,34:30,.503,.452,.238,.524,0.0,19.0,9.5,11.4,0.0,3.7,0.0,32.6,109,115,2.5
6,Lonnie Walker IV,24:59,.833,.833,.417,.000,4.4,8.7,6.5,17.8,2.0,5.1,7.7,22.6,150,114,18.1
7,Dennis Smith Jr.,22:43,.500,.500,.000,.000,4.8,14.4,9.6,30.3,0.0,5.6,33.3,5.7,122,116,2.2
8,Royce O'Neale,17:16,.000,.000,1.000,.000,0.0,12.6,6.3,7.5,0.0,0.0,33.3,7.6,19,119,-11.4
9,Trendon Watford,12:39,.800,.800,.200,.000,17.2,17.2,17.2,17.4,3.9,0.0,0.0,17.2,169,107,9.1
10,Harry Giles,3:00,.500,.500,.000,.000,36.4,0.0,18.2,76.2,0.0,0.0,33.3,43.5,94,124,1.8
11,Day'Ron Sharpe,Not With Team,,,,,,,,,,,,,,,
