,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ATL,91.6,.559,9.6,42.2,.204,134.3
1,NOP,91.6,.524,8.8,21.4,.202,114.6
