,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Giannis Antetokounmpo,39:10,.484,.477,.136,.500,17.9,37.4,27.1,11.2,0.0,0.0,18.3,33.8,98,123,-6.6
1,Damian Lillard,36:43,.789,.711,.421,.684,0.0,18.2,8.5,47.0,4.0,0.0,10.8,30.4,162,116,23.8
2,Andre Jackson Jr.,36:21,.750,.750,.500,.000,12.9,7.3,10.3,13.3,0.0,0.0,14.3,7.8,159,127,1.5
3,Brook Lopez,31:20,.628,.577,.615,.231,3.7,21.3,11.9,0.0,0.0,2.6,0.0,18.4,147,122,2.5
4,Khris Middleton,29:23,.581,.500,.333,.333,0.0,13.6,6.4,9.7,0.0,0.0,18.9,29.1,106,126,-7.0
5,Bobby Portis,24:56,.786,.786,.286,.000,18.8,10.7,15.0,0.0,0.0,0.0,0.0,11.3,176,126,2.1
6,Pat Connaughton,17:06,.625,.625,.750,.000,6.8,7.8,7.3,28.5,2.9,0.0,20.0,11.8,138,120,9.2
7,MarJon Beauchamp,12:36,,,,,0.0,10.6,4.9,0.0,0.0,0.0,,0.0,0,126,-6.9
8,Cameron Payne,11:00,.000,.000,1.000,.000,0.0,0.0,0.0,9.7,0.0,0.0,0.0,14.7,24,127,-22.9
9,Thanasis Antetokounmpo,0:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-4.8
10,Marques Bolden,0:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-4.7
11,A.J. Green,0:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-5.2
12,Chris Livingston,0:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-4.4
13,Lindell Wigginton,0:17,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-5.5
14,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,
