,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,99.1,.509,7.6,15.1,.149,111.1
1,SAS,99.1,.531,18.6,26.9,.224,105.2
