,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,101.2,.395,10.4,20.0,.147,88.0
1,LAL,101.2,.645,12.4,26.8,.256,131.5
