,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,94.4,.516,9.9,28.8,.098,110.2
1,DEN,94.4,.644,7.6,24.3,.207,137.7
