,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Paolo Banchero,33:39,.540,.500,.133,.533,0.0,21.9,11.1,32.9,1.5,0.0,9.7,28.4,109,123,3.4
1,Jalen Suggs,26:34,.660,.636,.545,.545,4.8,9.3,7.0,0.0,1.9,0.0,0.0,23.9,132,124,1.8
2,Wendell Carter Jr.,23:13,.455,.389,.444,.222,10.9,5.3,8.1,0.0,0.0,0.0,9.2,21.8,93,130,-10.2
3,Markelle Fultz,22:28,.600,.600,.000,.000,0.0,11.0,5.5,7.2,4.5,0.0,16.7,12.4,100,118,-0.3
4,Caleb Houstan,11:21,.000,.000,1.000,.000,0.0,21.7,11.0,11.7,0.0,0.0,0.0,20.5,14,126,-21.5
5,Cole Anthony,32:38,.773,.750,.286,.143,0.0,15.1,7.6,25.8,0.0,3.3,25.2,28.4,113,126,4.8
6,Anthony Black,22:11,1.250,1.250,.500,.000,0.0,0.0,0.0,6.8,0.0,0.0,33.3,6.3,148,131,-3.0
7,Moritz Wagner,20:46,.543,.500,.333,.167,6.1,17.8,12.0,0.0,0.0,0.0,23.7,18.9,85,127,-12.5
8,Joe Ingles,15:24,.750,.750,.500,.000,0.0,24.0,12.1,28.4,0.0,0.0,50.0,12.1,95,125,-4.9
9,Jonathan Isaac,13:19,.000,.000,.000,.000,0.0,9.2,4.7,0.0,3.8,0.0,0.0,7.0,0,120,-9.7
10,Jett Howard,6:24,.375,.375,1.000,.000,0.0,0.0,0.0,26.3,7.9,0.0,0.0,29.1,87,113,5.1
11,Goga Bitadze,4:01,.362,.000,.000,4.000,0.0,91.9,46.6,0.0,0.0,0.0,0.0,32.0,80,109,-7.8
12,Chuma Okeke,4:01,,,,,0.0,30.6,15.5,33.2,0.0,0.0,,0.0,231,124,6.5
13,Admiral Schofield,4:01,.750,.750,.500,.000,31.4,30.6,31.0,49.7,0.0,0.0,33.3,34.8,118,123,9.3
14,Kevon Harris,Did Not Play,,,,,,,,,,,,,,,
