,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Rudy Gobert,36:51,9,13,.692,0,0,,0,0,,8,8,16,3,2,1,3,2,18,21.5,+8
1,Naz Reid,35:25,12,16,.750,6,8,.750,1,3,.333,1,10,11,1,2,1,1,5,31,27.9,+11
2,Anthony Edwards,34:44,9,20,.450,3,8,.375,5,5,1.000,0,1,1,8,1,0,1,1,26,21.1,+2
3,Jaden McDaniels,29:28,5,9,.556,0,2,.000,1,1,1.000,0,3,3,2,0,0,0,2,11,8.2,+4
4,Mike Conley,25:48,2,8,.250,1,5,.200,2,2,1.000,1,3,4,6,2,0,4,3,7,4.8,+14
5,Nickeil Alexander-Walker,24:31,5,9,.556,2,6,.333,3,3,1.000,0,2,2,4,0,0,1,1,15,12.7,+11
6,Kyle Anderson,18:27,4,11,.364,0,3,.000,0,0,,1,2,3,2,3,1,1,0,8,7.3,+11
7,Monte Morris,14:22,2,4,.500,1,2,.500,0,0,,0,2,2,1,1,0,1,1,5,3.9,+5
8,Jordan McLaughlin,13:16,2,3,.667,2,3,.667,0,0,,0,2,2,2,1,0,1,3,6,5.5,+8
9,Luka Garza,1:47,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,2,0,-1.8,-6
10,Leonard Miller,1:47,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.0,-6
11,Josh Minott,1:47,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6
12,Wendell Moore Jr.,1:47,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6
13,Daishen Nix,Did Not Play,,,,,,,,,,,,,,,,,,,,
14,T.J. Warren,Did Not Play,,,,,,,,,,,,,,,,,,,,
