,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIN,101.2,.593,11.9,29.5,.124,125.5
1,LAL,101.2,.530,13.3,23.3,.333,115.6
