,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHO,90.8,.586,12.0,19.4,.276,121.1
1,MEM,90.8,.519,13.3,15.0,.075,98.0
