,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Xavier Tillman Sr.,36:11,6,15,.400,0,2,.000,0,0,,0,5,5,5,6,1,2,4,12,12.0,-6
1,Vince Williams Jr.,35:42,5,13,.385,1,7,.143,6,8,.750,3,5,8,8,2,1,4,1,17,16.6,-4
2,David Roddy,34:53,6,12,.500,2,4,.500,0,0,,1,3,4,1,2,0,2,4,14,8.7,-19
3,Luke Kennard,33:18,6,13,.462,2,8,.250,0,0,,0,3,3,2,0,0,0,2,14,8.8,-1
4,Jacob Gilyard,31:38,2,8,.250,1,6,.167,0,0,,1,1,2,7,2,0,0,4,5,6.5,-12
5,GG Jackson II,27:03,9,14,.643,2,4,.500,0,0,,2,4,6,1,0,2,2,0,20,16.5,+2
6,John Konchar,20:25,0,4,.000,0,3,.000,0,0,,1,2,3,1,1,2,0,1,0,1.2,-9
7,Ziaire Williams,19:31,2,8,.250,1,4,.250,5,5,1.000,1,3,4,2,1,0,2,0,10,7.2,-9
8,Jake LaRavia,1:19,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,-2
9,Santi Aldama,Did Not Dress,,,,,,,,,,,,,,,,,,,,
10,Desmond Bane,Did Not Dress,,,,,,,,,,,,,,,,,,,,
11,Jaren Jackson Jr.,Did Not Dress,,,,,,,,,,,,,,,,,,,,
