,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAC,101.5,.668,9.2,37.8,.204,148.8
1,IND,101.5,.579,9.5,25.6,.179,125.1
