,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAS,97.0,.586,13.7,11.4,.198,114.5
1,ORL,97.0,.695,15.0,25.8,.159,131.0
