,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jerami Grant,33:19,.500,.500,.500,.000,0.0,7.6,3.8,17.1,0.0,0.0,9.1,14.0,124,106,-6.4
1,Anfernee Simons,25:43,.389,.389,.444,.000,9.8,14.7,12.3,35.2,0.0,0.0,18.2,18.2,115,105,-5.4
2,Kris Murray,24:06,.788,.750,.375,.250,5.2,5.2,5.2,10.5,6.2,0.0,0.0,15.6,179,93,11.4
3,Duop Reath,23:09,.547,.563,.500,.063,16.4,10.9,13.6,6.6,4.3,7.5,5.7,32.0,121,90,1.8
4,Toumani Camara,20:49,.400,.400,.000,.000,12.1,30.3,21.2,5.3,2.4,0.0,0.0,10.2,124,96,-4.8
5,Matisse Thybulle,26:00,.597,.550,.400,.200,4.9,9.7,7.3,9.5,5.8,0.0,26.9,24.3,99,93,-4.2
6,Ashton Hagans,24:26,.510,.400,.000,.400,5.2,5.2,5.2,22.3,2.1,10.7,14.5,12.0,133,93,2.1
7,Jabari Walker,22:04,.883,.833,.111,.444,17.2,40.1,28.6,13.3,4.5,4.0,15.7,24.6,157,86,14.3
8,Dalano Banton,20:15,.633,.633,.333,.000,12.5,31.2,21.8,24.5,2.5,8.6,6.3,33.6,138,89,15.1
9,Moses Brown,8:40,.810,1.000,.000,1.000,0.0,14.6,7.3,0.0,0.0,0.0,18.8,26.1,106,104,-4.4
10,Rayan Rupert,7:14,.868,.750,.500,1.000,17.5,17.5,17.5,32.1,0.0,0.0,25.8,22.8,154,103,9.9
11,Ibou Badji,4:15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104,-17.6
