,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,99.3,.517,10.8,22.0,.213,111.7
1,BOS,99.3,.558,12.7,32.0,.137,119.8
