,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,103.6,.474,8.5,21.8,.184,107.2
1,DAL,103.6,.665,10.2,28.2,.275,141.0
