,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Jalen Green,35:42,.786,.738,.619,.619,6.9,20.7,14.8,13.1,1.4,2.3,3.6,32.7,163,115,16.1
1,Amen Thompson,32:14,.829,.833,.000,.583,11.5,20.0,16.4,9.3,0.0,2.5,11.7,22.3,153,118,4.9
2,Fred VanVleet,32:07,.306,.318,.364,.091,0.0,8.6,4.9,38.7,3.1,2.5,8.0,16.3,106,117,-3.2
3,Jabari Smith Jr.,30:40,.628,.615,.538,.231,16.1,30.1,24.1,0.0,1.6,0.0,0.0,19.7,145,111,-0.6
4,Dillon Brooks,23:28,.143,.143,.714,.000,0.0,3.9,2.2,0.0,0.0,0.0,22.2,16.2,26,127,-24.8
5,Aaron Holiday,20:58,.444,.357,.714,.286,0.0,0.0,0.0,32.4,4.7,3.9,0.0,15.8,133,116,3.7
6,Jock Landale,19:45,.635,.571,.000,.286,12.5,4.7,8.0,0.0,0.0,28.8,0.0,16.8,147,111,7.7
7,Jeff Green,17:34,.761,.714,.571,.286,0.0,10.5,6.0,7.6,0.0,0.0,0.0,18.9,164,124,3.6
8,Jae'Sean Tate,14:40,.773,.667,.000,.667,8.4,12.6,10.8,8.1,0.0,0.0,20.5,14.0,139,123,-6.2
9,Reggie Bullock,8:16,.000,.000,1.000,.000,0.0,11.2,6.4,12.4,0.0,0.0,0.0,5.1,66,124,-10.8
10,Jeenathan Williams,2:29,1.042,1.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,221,130,14.2
11,Boban Marjanović,2:07,1.078,1.000,.000,3.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,235,130,39.8
