,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,100.1,.583,16.6,27.8,.250,118.9
1,OKC,100.1,.616,11.9,21.1,.233,125.9
