,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,101.3,.624,12.9,36.4,.162,132.3
1,UTA,101.3,.592,9.2,31.9,.311,137.7
