,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,93.6,.470,13.9,23.9,.229,103.6
1,PHO,93.6,.586,8.7,21.4,.126,120.7
