,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ORL,100.1,.500,9.9,16.7,.321,110.9
1,CLE,100.1,.616,13.7,25.6,.174,120.9
