,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Cade Cunningham,34:00,.476,.476,.333,.000,2.8,14.1,7.8,43.0,0.0,0.0,16.0,30.8,101,120,-3.6
1,Kevin Knox,30:33,.550,.550,.400,.000,9.4,27.5,17.5,5.0,3.3,2.6,0.0,13.7,133,108,3.9
2,Isaiah Stewart,30:32,.463,.409,.364,.182,12.6,23.6,17.5,9.6,1.7,5.2,7.8,17.7,114,110,2.3
3,Killian Hayes,22:07,.333,.333,.333,.000,0.0,0.0,0.0,12.5,2.3,3.6,0.0,11.4,95,114,-3.7
4,Ausar Thompson,17:19,.483,.500,.125,.375,27.7,34.6,30.8,19.9,0.0,0.0,34.9,34.6,80,116,-13.0
5,Jaden Ivey,29:07,.799,.750,.333,.333,3.3,4.1,3.7,15.3,1.7,0.0,46.6,18.5,89,118,-6.9
6,Alec Burks,24:01,.357,.357,.643,.000,8.0,5.0,6.7,6.4,2.1,0.0,0.0,24.4,96,117,-7.0
7,Stanley Umude,17:19,1.050,1.000,1.000,1.333,5.5,34.6,18.5,0.0,2.9,4.5,0.0,11.5,223,106,16.3
8,Marvin Bagley III,15:51,.680,.600,.000,.400,6.1,15.1,10.1,10.1,3.2,5.0,14.5,18.2,130,109,6.4
9,Marcus Sasser,15:20,.381,.286,.429,.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,94,122,-13.1
10,James Wiseman,3:50,,,,,0.0,62.6,27.8,0.0,0.0,0.0,,0.0,0,113,-4.9
11,Jalen Duren,Did Not Play,,,,,,,,,,,,,,,
12,Isaiah Livers,Did Not Play,,,,,,,,,,,,,,,
