,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BRK,99.2,.567,11.0,14.0,.133,114.9
1,LAC,99.2,.584,9.3,21.1,.337,125.9
