,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,108.4,.489,9.8,6.0,.140,95.9
1,DET,108.4,.506,17.1,24.4,.273,104.2
