,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.0,.559,15.8,21.1,.141,109.2
1,OKC,98.0,.601,9.3,19.0,.202,127.6
