,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Lauri Markkanen,34:47,.543,.447,.632,.368,18.0,17.8,17.9,26.2,1.5,0.0,8.3,29.1,128,119,8.9
1,Collin Sexton,30:00,.620,.559,.353,.529,3.5,20.6,10.4,20.7,0.0,0.0,0.0,29.4,143,122,8.3
2,Walker Kessler,29:06,1.100,1.100,.200,.000,10.8,5.3,8.6,0.0,3.5,3.0,28.6,10.1,133,114,4.8
3,John Collins,26:20,.508,.500,.429,.286,11.9,52.9,28.4,0.0,0.0,3.3,11.3,14.2,107,115,-3.0
4,Kris Dunn,18:51,.700,.700,.600,.000,0.0,0.0,0.0,26.9,0.0,4.6,0.0,11.2,162,121,5.1
5,Jordan Clarkson,23:57,.406,.318,.455,.273,0.0,12.9,5.2,40.1,0.0,0.0,32.8,32.2,75,123,-12.2
6,Keyonte George,21:38,.254,.214,.714,.286,0.0,21.5,8.6,32.8,0.0,0.0,20.2,19.2,74,122,-10.2
7,Kelly Olynyk,19:17,.600,.600,.200,.000,10.8,8.0,9.7,26.2,2.6,0.0,28.6,15.3,107,118,1.7
8,Ochai Agbaji,16:02,.500,.500,.000,.000,0.0,9.7,3.9,18.1,0.0,0.0,50.0,10.5,68,124,-6.3
9,Simone Fontecchio,13:48,.625,.625,.500,.000,15.1,0.0,9.0,0.0,3.7,0.0,20.0,15.3,108,116,-3.0
10,Talen Horton-Tucker,6:14,.258,.000,.333,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,72,125,-18.3
11,Taylor Hendricks,Did Not Play,,,,,,,,,,,,,,,
12,Luka Šamanić,Did Not Play,,,,,,,,,,,,,,,
13,Brice Sensabaugh,Did Not Play,,,,,,,,,,,,,,,
14,Omer Yurtseven,Did Not Play,,,,,,,,,,,,,,,
