,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,98.4,.631,10.2,19.5,.262,130.1
1,PHO,98.4,.522,12.9,31.8,.222,115.8
