,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Domantas Sabonis,30:32,7,9,.778,1,1,1.000,2,2,1.000,1,16,17,10,1,0,3,3,17,22.8,+18
1,De'Aaron Fox,27:59,7,15,.467,1,2,.500,0,0,,0,2,2,10,5,0,3,3,15,15.7,+26
2,Keegan Murray,26:38,6,11,.545,1,4,.250,4,4,1.000,0,1,1,2,0,0,1,3,17,11.2,+9
3,Harrison Barnes,21:23,3,6,.500,2,4,.500,1,1,1.000,1,1,2,2,1,0,0,0,9,9.4,+10
4,Kevin Huerter,21:04,4,6,.667,2,4,.500,2,2,1.000,1,1,2,0,0,0,2,1,12,8.0,+15
5,Trey Lyles,20:50,5,6,.833,3,4,.750,2,2,1.000,1,6,7,0,1,0,1,2,15,14.5,+19
6,Davion Mitchell,20:01,1,3,.333,0,0,,0,0,,0,2,2,1,0,0,2,1,2,-0.8,+3
7,Malik Monk,19:49,9,13,.692,3,7,.429,2,2,1.000,0,1,1,2,1,1,2,1,23,18.5,+14
8,Sasha Vezenkov,15:35,2,7,.286,2,4,.500,0,0,,0,0,0,1,1,0,0,2,6,2.8,+20
9,Alex Len,14:54,4,5,.800,0,1,.000,3,5,.600,2,0,2,1,1,0,1,3,11,9.2,+13
10,Colby Jones,7:07,1,3,.333,0,0,,0,0,,0,3,3,1,0,0,0,1,2,1.5,0
11,Kessler Edwards,5:47,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,1,6,4.6,0
12,Keon Ellis,5:47,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,0.7,0
13,JaVale McGee,2:34,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-2
