,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,99.2,.612,11.2,13.2,.090,117.9
1,ATL,99.2,.473,12.5,35.3,.223,110.9
