,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Kyle Kuzma,35:22,7,18,.389,2,6,.333,7,11,.636,0,5,5,8,0,0,1,3,23,16.5,-13
1,Deni Avdija,35:03,6,18,.333,0,4,.000,4,4,1.000,5,6,11,2,1,0,5,2,16,7.7,-2
2,Bilal Coulibaly,33:13,2,7,.286,1,2,.500,2,2,1.000,1,3,4,1,0,1,0,3,7,4.7,-19
3,Tyus Jones,30:00,8,11,.727,5,8,.625,0,0,,1,4,5,6,1,0,0,1,21,23.2,-6
4,Marvin Bagley III,23:04,2,7,.286,0,0,,2,2,1.000,2,7,9,4,1,0,2,0,6,7.2,-7
5,Jordan Poole,28:52,11,18,.611,6,10,.600,4,4,1.000,0,1,1,2,2,1,3,2,32,24.4,-17
6,Landry Shamet,17:48,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,1,1,2,-0.1,-18
7,Corey Kispert,16:07,2,9,.222,1,6,.167,0,0,,0,4,4,1,0,0,3,1,5,-2.0,+6
8,Richaun Holmes,9:19,0,3,.000,0,0,,0,0,,1,1,2,0,1,1,0,1,0,0.2,+5
9,Johnny Davis,7:35,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,3.7,+10
10,Eugene Omoruyi,3:37,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,+1
11,Jared Butler,Did Not Play,,,,,,,,,,,,,,,,,,,,
12,Anthony Gill,Did Not Play,,,,,,,,,,,,,,,,,,,,
