,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,96.9,.475,7.0,21.4,.050,104.3
1,CLE,96.9,.634,6.9,42.9,.119,144.5
