,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,SAC,97.0,.489,12.6,23.3,.169,105.1
1,DEN,97.0,.444,10.8,24.0,.213,101.0
