,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,WAS,101.7,.592,15.9,32.6,.185,123.9
1,NOP,101.7,.618,8.9,22.9,.258,130.8
