,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHO,97.6,.667,11.4,21.9,.149,132.2
1,MIL,97.6,.670,9.1,23.8,.149,143.4
