,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,101.5,.552,12.9,17.1,.221,112.4
1,MIL,101.5,.575,12.3,21.4,.253,120.2
