,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,99.0,.571,10.1,24.4,.165,120.2
1,DEN,99.0,.482,14.9,10.9,.129,94.0
