,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,95.4,.608,12.3,18.9,.205,123.7
1,BRK,95.4,.589,11.7,17.9,.215,115.3
