,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,103.7,.554,9.3,26.8,.315,126.3
1,WAS,103.7,.641,10.3,5.9,.087,121.5
