,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,OKC,100.7,.642,16.5,21.9,.446,127.1
1,POR,100.7,.593,15.5,17.9,.296,119.1
