,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Shai Gilgeous-Alexander,35:57,.654,.565,.130,.522,0.0,10.3,5.6,26.0,1.3,2.8,12.4,39.5,124,121,0.1
1,Chet Holmgren,33:11,.784,.722,.444,1.111,9.0,44.5,28.5,21.1,0.0,3.1,6.9,19.1,162,119,9.8
2,Jalen Williams,32:24,.724,.647,.294,.588,0.0,15.2,8.3,15.0,4.4,3.2,8.5,31.8,139,113,9.0
3,Josh Giddey,32:13,.962,.944,.222,.222,4.7,19.1,12.6,33.6,1.5,0.0,33.6,20.3,134,121,5.7
4,Luguentz Dort,29:43,.600,.600,.600,.000,0.0,4.1,2.3,4.1,1.6,0.0,16.7,8.9,104,123,-5.3
5,Gordon Hayward,18:03,.962,1.167,.333,1.667,0.0,13.6,7.5,0.0,5.3,0.0,27.8,17.5,123,113,5.2
6,Cason Wallace,16:57,.333,.333,.333,.000,8.8,7.3,8.0,0.0,0.0,6.0,25.0,10.4,70,122,-8.2
7,Aaron Wiggins,16:45,.500,.500,.500,.000,17.9,7.3,12.1,0.0,2.8,0.0,0.0,5.3,145,120,-3.7
8,Isaiah Joe,16:00,.000,.000,1.000,.000,0.0,7.7,4.2,14.0,3.0,6.4,0.0,2.7,99,115,-0.1
9,Kenrich Williams,8:47,.000,.000,.500,.000,17.1,28.0,23.1,0.0,0.0,0.0,50.0,20.0,24,123,-26.2
10,Bismack Biyombo,Did Not Play,,,,,,,,,,,,,,,
11,Mike Muscala,Did Not Play,,,,,,,,,,,,,,,
12,Olivier Sarr,Did Not Play,,,,,,,,,,,,,,,
13,Lindy Waters III,Did Not Play,,,,,,,,,,,,,,,
