,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIL,98.7,.463,9.1,17.0,.074,96.2
1,CLE,98.7,.656,9.0,28.9,.140,136.7
