,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,TOR,93.8,.545,16.4,18.4,.247,109.8
1,MIA,93.8,.622,4.0,15.0,.209,133.3
