,Name,Minutes Played,True Shooting Percentage,Effective Field Goal Percentage,3-Point Attempt Rate,Free Throw Attempt Rate,Offensive Rebound Percentage,Defensive Rebound Percentage,Total Rebound Percentage,Assist Percentage,Steal Percentage,Block Percentage,Turnover Percentage,Usage Percentage,Offensive Rating,Defensive Rating,BPM
0,Naz Reid,42:18,.682,.676,.588,.176,0.0,13.8,6.0,11.1,0.0,7.7,14.1,21.3,114,120,3.9
1,Anthony Edwards,39:53,.505,.478,.391,.174,2.3,17.6,9.0,29.1,2.4,4.1,10.8,29.4,103,116,3.7
2,Nickeil Alexander-Walker,39:02,.682,.682,.364,.000,9.3,9.0,9.2,18.3,2.5,0.0,8.3,13.0,142,120,5.6
3,Jaden McDaniels,32:06,.294,.294,.294,.000,8.5,10.9,9.5,4.5,3.0,0.0,0.0,22.4,75,119,-9.6
4,Mike Conley,28:32,.654,.583,.500,.333,0.0,12.3,5.4,28.1,1.7,0.0,0.0,10.2,157,121,0.4
5,T.J. Warren,22:58,.286,.286,.286,.000,3.9,10.2,6.7,11.4,2.1,0.0,12.5,14.7,71,121,-9.5
6,Jordan McLaughlin,21:12,.667,.667,1.000,.000,0.0,22.1,9.6,14.2,0.0,0.0,10.0,19.9,117,122,0.8
7,Luka Garza,10:02,.666,.500,.600,.800,18.1,11.7,15.3,15.2,0.0,0.0,12.9,32.6,132,124,2.5
8,Josh Minott,1:19,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,0,128,-64.2
9,Wendell Moore Jr.,1:19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,128,-9.1
10,Daishen Nix,1:19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.1,0,128,-45.7
11,Kyle Anderson,Did Not Play,,,,,,,,,,,,,,,
12,Rudy Gobert,Did Not Play,,,,,,,,,,,,,,,
