,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ATL,102.0,.598,7.5,34.0,.137,133.3
1,WAS,102.0,.545,17.7,20.0,.136,105.9
