,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,ATL,103.0,.441,11.4,39.7,.265,113.6
1,OKC,103.0,.553,11.1,24.4,.234,122.3
