,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,97.5,.526,5.7,13.0,.074,109.7
1,DAL,97.5,.482,18.5,20.9,.108,91.3
