,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NOP,97.4,.560,11.0,20.9,.110,115.0
1,BOS,97.4,.606,10.5,16.2,.176,121.1
