,Name,Minutes Played,Field Goals,FGA,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score,Plus/Minus
0,Kelly Oubre Jr.,35:03,7,20,.350,2,6,.333,2,4,.500,3,2,5,4,3,3,2,1,18,14.2,-6
1,Tyrese Maxey,29:27,3,13,.231,0,4,.000,0,0,,0,0,0,7,1,0,1,2,6,2.2,-13
2,Kyle Lowry,24:44,2,6,.333,1,4,.250,0,2,.000,0,3,3,7,0,0,1,1,5,5.2,-7
3,Nicolas Batum,24:00,3,4,.750,1,2,.500,1,2,.500,1,2,3,0,1,1,1,2,8,7.2,-14
4,Mo Bamba,19:22,4,6,.667,1,3,.333,0,2,.000,1,4,5,0,2,1,1,2,9,8.4,-7
5,Paul Reed,27:59,2,9,.222,0,2,.000,0,2,.000,3,3,6,3,3,2,3,2,4,3.4,-7
6,KJ Martin,25:33,4,9,.444,1,2,.500,2,4,.500,3,10,13,2,0,0,0,1,11,11.6,+4
7,Cameron Payne,15:11,5,10,.500,2,4,.500,0,0,,0,1,1,3,1,0,0,1,12,10.0,-20
8,Buddy Hield,14:40,3,8,.375,1,5,.200,0,0,,1,1,2,0,0,0,0,0,7,3.6,-17
9,Jeff Dowtin,12:00,4,5,.800,2,3,.667,2,2,1.000,1,1,2,5,1,0,0,0,12,15.6,+11
10,Ricky Council IV,12:00,4,5,.800,2,2,1.000,0,0,,0,0,0,2,0,0,0,0,10,9.5,+11
11,Tobias Harris,Did Not Dress,,,,,,,,,,,,,,,,,,,,
