,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,IND,103.5,.626,10.6,38.5,.162,135.3
1,TOR,103.5,.527,12.1,35.6,.255,118.8
