,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DET,101.0,.560,15.2,23.3,.241,111.9
1,HOU,101.0,.643,8.1,18.2,.209,134.7
