,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,PHI,96.9,.543,10.2,18.6,.098,112.5
1,MIA,96.9,.484,12.9,32.7,.149,108.3
