,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,GSW,92.8,.522,9.9,34.8,.185,121.7
1,LAC,92.8,.586,12.1,27.0,.321,130.3
