,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,99.8,.406,15.5,29.1,.156,87.2
1,NOP,99.8,.511,12.1,8.5,.080,96.2
