,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,NYK,92.1,.657,9.8,18.2,.229,139.0
1,CHI,92.1,.591,8.5,32.4,.148,127.1
