,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,LAL,108.9,.615,14.0,12.2,.110,112.0
1,SAS,108.9,.552,14.1,19.6,.135,109.3
