,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,97.3,.540,12.1,23.3,.159,112.1
1,PHI,97.3,.535,13.1,15.4,.140,106.9
