,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,DAL,98.3,.522,13.8,16.3,.079,101.7
1,GSW,98.3,.539,15.4,24.4,.078,105.8
