,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,MIA,97.6,.526,17.3,26.5,.351,110.7
1,MEM,97.6,.450,11.3,27.1,.233,104.5
