,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BOS,97.9,.511,10.5,26.0,.176,111.4
1,DEN,97.9,.522,6.6,19.0,.233,117.5
