,Team,Pace Factor,Effective Field Goal Percentage,Turnover Percentage,Offensive Rebound Percentage,FT/FGA,Offensive Rating
0,BRK,85.6,.567,11.7,41.0,.171,125.0
1,NYK,85.6,.542,5.1,21.6,.253,129.7
